DATE,CSX2
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,0.0
2018-08-11,0.0
2018-08-12,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-18,0.0
2018-08-19,0.0
2018-08-20,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-25,0.0
2018-08-26,0.0
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-01,0.0
2018-09-02,0.0
2018-09-03,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.0
2018-09-08,0.0
2018-09-09,0.0
2018-09-10,-0.02142857142857143
2018-09-11,-0.04285714285714286
2018-09-12,-0.06428571428571428
2018-09-13,-0.08571428571428572
2018-09-14,-0.10714285714285715
2018-09-15,-0.12857142857142856
2018-09-16,-0.15
2018-09-17,-0.17142857142857143
2018-09-18,-0.19285714285714287
2018-09-19,-0.2142857142857143
2018-09-20,-0.2357142857142857
2018-09-21,-0.2571428571428571
2018-09-22,-0.2785714285714286
2018-09-23,-0.3
2018-09-24,-0.32142857142857145
2018-09-25,-0.34285714285714286
2018-09-26,-0.36428571428571427
2018-09-27,-0.38571428571428573
2018-09-28,-0.40714285714285714
2018-09-29,-0.4285714285714286
2018-09-30,-0.45
2018-10-01,-0.4714285714285714
2018-10-02,-0.4928571428571429
2018-10-03,-0.5142857142857142
2018-10-04,-0.5357142857142857
2018-10-05,-0.5571428571428572
2018-10-06,-0.5785714285714286
2018-10-07,-0.6
2018-10-08,-0.51875
2018-10-09,-0.4375
2018-10-10,-0.35625
2018-10-11,-0.275
2018-10-12,-0.19375000000000003
2018-10-13,-0.11250000000000004
2018-10-14,-0.03125000000000011
2018-10-15,0.04999999999999993
2018-10-16,0.13124999999999998
2018-10-17,0.2124999999999999
2018-10-18,0.29374999999999984
2018-10-19,0.3749999999999999
2018-10-20,0.45624999999999993
2018-10-21,0.5374999999999998
2018-10-22,0.6187499999999998
2018-10-23,0.7
2018-10-24,0.75
2018-10-25,0.7999999999999999
2018-10-26,0.85
2018-10-27,0.8999999999999999
2018-10-28,0.95
2018-10-29,1.0
2018-10-30,1.0499999999999998
2018-10-31,1.0999999999999999
2018-11-01,1.15
2018-11-02,1.2
2018-11-03,1.25
2018-11-04,1.2999999999999998
2018-11-05,1.3499999999999999
2018-11-06,1.4
2018-11-07,1.4499999999999997
2018-11-08,1.5
2018-11-09,1.5499999999999998
2018-11-10,1.5999999999999999
2018-11-11,1.65
2018-11-12,1.6999999999999997
2018-11-13,1.7499999999999998
2018-11-14,1.7999999999999998
2018-11-15,1.8499999999999999
2018-11-16,1.9
2018-11-17,1.8583333333333332
2018-11-18,1.8166666666666667
2018-11-19,1.775
2018-11-20,1.7333333333333332
2018-11-21,1.6916666666666667
2018-11-22,1.65
2018-11-23,1.6083333333333334
2018-11-24,1.5666666666666667
2018-11-25,1.525
2018-11-26,1.4833333333333334
2018-11-27,1.4416666666666667
2018-11-28,1.4
2018-11-29,1.2388888888888887
2018-11-30,1.0777777777777777
2018-12-01,0.9166666666666665
2018-12-02,0.7555555555555554
2018-12-03,0.5944444444444443
2018-12-04,0.4333333333333331
2018-12-05,0.27222222222222214
2018-12-06,0.11111111111111094
2018-12-07,-0.050000000000000266
2018-12-08,-0.21111111111111125
2018-12-09,-0.37222222222222245
2018-12-10,-0.5333333333333337
2018-12-11,-0.6944444444444446
2018-12-12,-0.8555555555555556
2018-12-13,-1.016666666666667
2018-12-14,-1.177777777777778
2018-12-15,-1.338888888888889
2018-12-16,-1.5000000000000004
2018-12-17,-1.6611111111111114
2018-12-18,-1.8222222222222224
2018-12-19,-1.9833333333333338
2018-12-20,-2.144444444444445
2018-12-21,-2.305555555555556
2018-12-22,-2.4666666666666672
2018-12-23,-2.6277777777777778
2018-12-24,-2.788888888888889
2018-12-25,-2.9500000000000006
2018-12-26,-3.111111111111111
2018-12-27,-3.2722222222222226
2018-12-28,-3.433333333333334
2018-12-29,-3.5944444444444446
2018-12-30,-3.755555555555556
2018-12-31,-3.9166666666666674
2019-01-01,-4.0777777777777775
2019-01-02,-4.238888888888889
2019-01-03,-4.4
2019-01-04,-3.7875000000000005
2019-01-05,-3.1750000000000003
2019-01-06,-2.5625
2019-01-07,-1.9500000000000002
2019-01-08,-1.3375000000000004
2019-01-09,-0.7250000000000001
2019-01-10,-0.11249999999999982
2019-01-11,0.5
2019-01-12,0.58
2019-01-13,0.66
2019-01-14,0.74
2019-01-15,0.8200000000000001
2019-01-16,0.9
2019-01-17,0.98
2019-01-18,1.06
2019-01-19,1.1400000000000001
2019-01-20,1.22
2019-01-21,1.3
2019-01-22,1.38
2019-01-23,1.46
2019-01-24,1.54
2019-01-25,1.62
2019-01-26,1.7
2019-01-27,1.78
2019-01-28,1.86
2019-01-29,1.94
2019-01-30,2.02
2019-01-31,2.1
2019-02-01,1.9000000000000001
2019-02-02,1.7000000000000002
2019-02-03,1.5
2019-02-04,1.3
2019-02-05,1.1
2019-02-06,0.8999999999999999
2019-02-07,0.7
2019-02-08,0.5
2019-02-09,0.30000000000000004
2019-02-10,0.10000000000000009
2019-02-11,-0.10000000000000009
2019-02-12,-0.30000000000000027
2019-02-13,-0.5
2019-02-14,-0.7000000000000002
2019-02-15,-0.8999999999999999
2019-02-16,-1.1
2019-02-17,-1.07
2019-02-18,-1.04
2019-02-19,-1.01
2019-02-20,-0.9800000000000001
2019-02-21,-0.9500000000000001
2019-02-22,-0.92
2019-02-23,-0.89
2019-02-24,-0.8600000000000001
2019-02-25,-0.8300000000000001
2019-02-26,-0.8
2019-02-27,-0.77
2019-02-28,-0.74
2019-03-01,-0.71
2019-03-02,-0.6799999999999999
2019-03-03,-0.65
2019-03-04,-0.62
2019-03-05,-0.59
2019-03-06,-0.5599999999999999
2019-03-07,-0.53
